SN,Region,District,School_Name,Location,Gender,Residency,Email,Category,Is_STEM,latitude,longitude,youth_literacy_count,mpi_score
604,VOLTA,ANLO KETA MUNICIPAL,ABOR SENIOR HIGH SCHOOL,ABOR,MIXED,DAY/BOARDING,aborshs@ges.gov.gh,C,No,5.9926294,0.8187733,16411.0,0.1
605,VOLTA,ANLO KETA MUNICIPAL,ANLO AFIADENYIGBA SENIOR HIGH SCHOOL,ANLO AFIADENYIGBA,MIXED,DAY/BOARDING,anloafiadenyigbashs@ges.gov.gh,C,No,10.6593164,-1.268658,16411.0,0.1
606,VOLTA,ANLO KETA MUNICIPAL,TSIAME SENIOR HIGH SCHOOL,TSIAME,MIXED,DAY,tsiameshs@ges.gov.gh,C,No,9.4226781,-0.8620235,16411.0,0.1
607,VOLTA,ANLO KETA MUNICIPAL,ANLO AWOMEFIA SENIOR HIGH SCHOOL,ANYAKO,MIXED,DAY/BOARDING,anloawomefiashs@ges.gov.gh,C,No,10.6593164,-1.268658,17326.024691358023,0.1123456790123456
608,VOLTA,ANLO KETA MUNICIPAL,ATIAVI SENIOR HIGH/TECH SCHOOL,ATIAVI,MIXED,DAY,atiavishst@ges.gov.gh,C,No,10.0272463,-0.9731496,16411.0,0.1
609,VOLTA,ANLO KETA MUNICIPAL,KETA BUSINESS SENIOR HIGH SCHOOL,KETA,MIXED,DAY/BOARDING,ketabusinessshs@ges.gov.gh,C,No,7.3366184,-2.304839,16411.0,0.1
610,VOLTA,ANLO KETA MUNICIPAL,ANLO SENIOR HIGH SCHOOL,ANLOGA,MIXED,DAY/BOARDING,anloshs@ges.gov.gh,C,No,5.9926294,0.8187733,16411.0,0.1
611,VOLTA,ANLO KETA MUNICIPAL,ZION SENIOR HIGH SCHOOL,ANLOGA,MIXED,DAY/BOARDING,zionshs@ges.gov.gh,C,No,5.9668857,-0.9929572,16411.0,0.1
612,VOLTA,ANLO KETA MUNICIPAL,VOLTA SENIOR HIGH SCHOOL,DZITA- AGBLEDOMI,MIXED,DAY,voltashs@ges.gov.gh,C,No,5.9668857,-0.9929572,17326.024691358023,0.1123456790123456
613,VOLTA,CENTRAL TONGU,MAFI-KUMASI SENIOR HIGH/TECH SCHOOL,MAFI-KUMASI,MIXED,DAY/BOARDING,mafikumasishst@ges.gov.gh,C,No,7.142572,-1.6406402,14500.0,0.2
614,VOLTA,CENTRAL TONGU,ADIDOME SENIOR HIGH SCHOOL,ADIDOME,MIXED,DAY/BOARDING,adidomeshs@ges.gov.gh,C,No,5.8771706,0.3662603,14500.0,0.2
615,VOLTA,HO,VOLTA TECH INST,MATSE,MIXED,DAY/BOARDING,voltatechinst@ges.gov.gh,C,No,,,17326.024691358023,0.1123456790123456
616,VOLTA,HO MUNICIPAL,SHIA SENIOR HIGHTECHNICAL SCHOOL,SHIA,MIXED,DAY,shiashst@ges.gov.gh,C,No,6.6556435,-1.1071968,17326.024691358023,0.1123456790123456
617,VOLTA,HO MUNICIPAL,TANYIGBE SENIOR HIGH SCHOOL,TANYIGBE,MIXED,DAY/BOARDING,tanyigbeshs@ges.gov.gh,C,No,9.4226781,-0.8620235,17326.024691358023,0.1123456790123456
618,VOLTA,HO MUNICIPAL,"OLA GIRLS SENIOR HIGH SCHOOL, HO",HO,FEMALE,DAY/BOARDING,olagirlsshs@ges.gov.gh,A,No,7.190168,0.337969,17326.024691358023,0.1123456790123456
619,VOLTA,HO MUNICIPAL,TAVIEFE COMM. SENIOR HIGH SCHOOL,TAVIEFE,MIXED,DAY/BOARDING,taviefecommshs@ges.gov.gh,C,No,5.9926294,0.8187733,17326.024691358023,0.1123456790123456
620,VOLTA,HO MUNICIPAL,E.P.C. MAWUKO GIRLS SENIOR HIGH SCHOOL,HO,FEMALE,DAY/BOARDING,epcmawukogirlsshs@ges.gov.gh,C,No,7.190168,0.337969,21990.0,0.1
621,VOLTA,HO MUNICIPAL,"MAWULI SCHOOL, HO",HO,MIXED,DAY/BOARDING,mawulischoolshs@ges.gov.gh,C,No,6.5959658,0.4753945,17326.024691358023,0.1123456790123456
622,VOLTA,HO MUNICIPAL,SOKODE SENIOR HIGH/TECH SCHOOL,SOKODE,MIXED,DAY/BOARDING,sokodeshst@ges.gov.gh,C,No,6.6556435,-1.1071968,17326.024691358023,0.1123456790123456
623,VOLTA,HO MUNICIPAL,AWUDOME SENIOR HIGH SCHOOL,TSITO,MIXED,DAY/BOARDING,awudomeshs@ges.gov.gh,C,No,5.8771706,0.3662603,17326.024691358023,0.1123456790123456
624,VOLTA,HO WEST,AMEDZOFE TECHNICAL INSTITUTE,AMEDZOFE,MIXED,DAY,amedzofetechinst@ges.gov.gh,C,No,6.8453174,0.4408304,15849.0,0.1
625,VOLTA,HO WEST,KPEDZE SENIOR HIGH SCHOOL,KPEDZE,MIXED,DAY/BOARDING,kpedzesehs@ges.gov.gh,C,No,5.9668857,-0.9929572,15849.0,0.1
626,VOLTA,HO WEST,AVATIME SENIOR HIGH SCHOOL,VANE,MIXED,DAY/BOARDING,avatimeshs@ges.gov.gh,C,No,5.8771706,0.3662603,15849.0,0.1
627,VOLTA,HO WEST,AKOME SENIOR HIGH/TECH SCHOOL,AKOME,MIXED,DAY/BOARDING,akomeshst@ges.gov.gh,C,No,9.4226781,-0.8620235,15849.0,0.1
628,VOLTA,HO WEST,DZOLO SENIOR HIGH SCHOOL,DZOLO,MIXED,DAY/BOARDING,dzoloshs@ges.gov.gh,C,No,10.9014082,-0.9013563,15849.0,0.1
629,VOLTA,HO WEST,TSITO SENIOR HIGH/TECH SCHOOL,TSITO,MIXED,DAY/BOARDING,tsitoshst@ges.gov.gh,C,No,6.6556435,-1.1071968,15849.0,0.1
630,VOLTA,HO WEST,ABUTIA SENIOR HIGH/TCHNICAL SCHOOL,ABUTIA,MIXED,DAY/BOARDING,abutiashst@ges.gov.gh,C,No,10.9324723,-0.9735882,15849.0,0.1
631,VOLTA,HOHOE,E. P. TECHNICAL VOCATIONAL INSTITUTE ALAVANYO,FORSON DOTSE,MIXED,DAY/BOARDING,eptechvocinst@ges.gov.gh,C,No,7.1139239,0.3524093,5210.0,0.2
632,VOLTA,HOHOE MUNICIPAL,AKPAFU SENIOR HIGH/TECH SCHOOL,AKPAFU,MIXED,DAY/BOARDING,akpafushst@ges.gov.gh,C,No,10.0272463,-0.9731496,11666.0,0.2
633,VOLTA,HOHOE MUNICIPAL,LIKPE SENIOR HIGH SCHOOL,LIKPE-MATE,MIXED,DAY/BOARDING,likpeshs@ges.gov.gh,C,No,9.4226781,-0.8620235,17326.024691358023,0.11234567901234566
634,VOLTA,HOHOE MUNICIPAL,E. P. SENIOR HIGH SCHOOL,HOHOE,MIXED,DAY/BOARDING,epshs@ges.gov.gh,C,No,7.156065,0.4744725,21990.0,0.1
635,VOLTA,HOHOE MUNICIPAL,"ST. MARY'S SEM.& SENIOR HIGH SCHOOL, LOLOBI",LOLOBI,MALE,DAY/BOARDING,stmaryssemshs@ges.gov.gh,C,No,,,17326.024691358023,0.11234567901234566
636,VOLTA,HOHOE MUNICIPAL,ALAVANYO SENIOR HIGH/TECH SCHOOL,ALAVANYO- KPEME,MIXED,DAY/BOARDING,alavanyoshst@ges.gov.gh,C,No,10.9324723,-0.9735882,21990.0,0.1
637,VOLTA,HOHOE MUNICIPAL,AFADJATO SENIOR HIGH/TECH SCHOOL,GBLEDI- GBOGAME,MIXED,DAY/BOARDING,afadjatoshst@ges.gov.gh,C,No,5.8771706,0.3662603,21990.0,0.1
638,VOLTA,KETA,KETA SENIOR HIGH/TECH SCHOOL,KETA,MIXED,DAY/BOARDING,ketashst@ges.gov.gh,C,No,6.6903393,-1.5480316,16411.0,0.1
639,VOLTA,KETA,ANLO TECH. INST.,ANLOGA,MIXED,DAY/BOARDING,anlotechinst@ges.gov.gh,C,No,5.7886702,0.8679548,17326.024691358023,0.1123456790123456
640,VOLTA,KETU NORTH,DZODZE PENYI SENIOR HIGH SCHOOL,DZODZE,MIXED,DAY/BOARDING,dzodzepenyishs@ges.gov.gh,C,No,5.9668857,-0.9929572,19201.0,0.1
641,VOLTA,KETU NORTH,WOVENU SENIOR HIGH TECHNICAL SCHOOL,TADZEWU,MIXED,DAY/BOARDING,wovenushst@ges.gov.gh,C,No,5.102919,-1.3921394,19201.0,0.1
642,VOLTA,KETU NORTH,WETA SENIOR HIGH/TECH SCHOOL,WETA,MIXED,DAY/BOARDING,wetashst@ges.gov.gh,C,No,10.6593164,-1.268658,19201.0,0.1
643,VOLTA,KETU NORTH,AFIFE SENIOR HIGH TECH SCHOOL,AFIFE,MIXED,DAY/BOARDING,afifeshst@ges.gov.gh,C,No,5.3379361,-1.9707293,19201.0,0.1
644,VOLTA,KETU SOUTH,"ST. PAUL'S SENIOR HIGH SCHOOL, DENU",HATSUKOPE/ DENU,MALE,DAY/BOARDING,stpaulsdenushs@ges.gov.gh,C,No,5.6457771,-0.0078533,39839.0,0.1
645,VOLTA,KETU SOUTH,THREE TOWN SENIOR HIGH SCHOOL,DENU,MIXED,DAY/BOARDING,threetownshs@ges.gov.gh,C,No,7.2316721,-2.1751937,39839.0,0.1
646,VOLTA,KETU SOUTH,SOME SENIOR HIGH SCHOOL,AGBOZUME,MIXED,DAY/BOARDING,someshs@ges.gov.gh,C,No,5.9668857,-0.9929572,39839.0,0.1
647,VOLTA,KETU SOUTH,KLIKOR SENIOR HIGH/TECH SCHOOL,KLIKOR,MIXED,DAY/BOARDING,klikorshst@ges.gov.gh,C,No,6.6556435,-1.1071968,17326.024691358023,0.1123456790123456
648,VOLTA,KPANDO,BISHOP HERMAN COLLEGE,KPANDO,MALE,DAY/BOARDING,bishophermancollegeshs@ges.gov.gh,C,No,7.0062326,0.2838751,12287.0,0.1
649,VOLTA,KPANDO,KPANDO SENIOR HIGH SCHOOL,KPANDO,MIXED,DAY/BOARDING,kpandoshs@ges.gov.gh,C,No,5.5950893,-0.277005,12287.0,0.1
650,VOLTA,KPANDO,KPANDO TECH. INST.,KPANDO,MIXED,DAY/BOARDING,kpandotechinst@ges.gov.gh,C,No,,,12287.0,0.1
651,VOLTA,KPANDO,C.Y.O.VOC. TECH. INST.,SOVIE,MIXED,DAY/BOARDING,cyotechvocinst@ges.gov.gh,C,No,,,19578.702702702703,0.1027027027027027
652,VOLTA,NORTH DAYI,ANFOEGA SENIOR HIGH SCHOOL,ANFOEGA,MIXED,DAY/BOARDING,anfoegashs@ges.gov.gh,C,No,10.6593164,-1.268658,7325.0,0.1
653,VOLTA,NORTH DAYI,VAKPO SENIOR HIGH/TECH SCHOOL,VAKPO,MIXED,DAY/BOARDING,vakposhst@ges.gov.gh,C,No,10.9324723,-0.9735882,7325.0,0.1
654,VOLTA,NORTH DAYI,VAKPO SENIOR HIGH SCHOOL,VAKPO,MIXED,DAY/BOARDING,vakposhs@ges.gov.gh,C,No,5.4234565,-0.9611574,7325.0,0.1
655,VOLTA,NORTH TONGU,DOFOR SENIOR HIGH SCHOOL,JUAPONG,MIXED,DAY/BOARDING,doforshs@ges.gov.gh,C,No,10.9014082,-0.9013563,18704.0,0.2
656,VOLTA,NORTH TONGU,MEPE ST. KIZITO SENIOR HIGH/TECH SCHOOL,MEPE,MIXED,DAY/BOARDING,mepestkizitoshst@ges.gov.gh,C,No,6.6556435,-1.1071968,18704.0,0.2
657,VOLTA,NORTH TONGU,BATTOR SENIOR HIGH SCHOOL,BATTOR,MIXED,DAY/BOARDING,battorshs@ges.gov.gh,C,No,5.9926294,0.8187733,18704.0,0.2
658,VOLTA,NORTH TONGU,VOLO COMM. SENIOR HIGH SCHOOL,VOLO,MIXED,DAY,volocommshs@ges.gov.gh,C,No,5.7065864,-0.1702485,18704.0,0.2
659,VOLTA,NORTH TONGU,AVEYIME BATTOR SENIOR HIGH/TECH SCHOOL,AVEYIME- BATTOR,MIXED,DAY/BOARDING,aveyimebattorshst@ges.gov.gh,C,No,5.9926294,0.8187733,18704.0,0.2
660,VOLTA,SOUTH DAYI,KPEVE SENIOR HIGH SCHOOL,KPEVE,MIXED,DAY/BOARDING,kpeveshs@ges.gov.gh,C,No,5.9926294,0.8187733,11855.0,0.1
661,VOLTA,SOUTH DAYI,TONGOR SENIOR HIGH TECH SCHOOL,KPEVE,MIXED,DAY/BOARDING,tongorshst@ges.gov.gh,C,No,10.9014082,-0.9013563,15277.0,0.3
662,VOLTA,SOUTH DAYI,PEKI SENIOR HIGH SCHOOL,PEKI,MIXED,DAY/BOARDING,pekishs@ges.gov.gh,C,No,5.5950893,-0.277005,11855.0,0.1
663,VOLTA,SOUTH DAYI,PEKI SENIOR HIGH/TECHNICAL SCHOOL,PEKI,MIXED,DAY/BOARDING,pekishst@ges.gov.gh,C,No,6.6556435,-1.1071968,11855.0,0.1
664,VOLTA,SOUTH TONGU,ST. CATHERINE GIRLS SENIOR HIGH SCHOOL,AGBAKOPE,FEMALE,DAY/BOARDING,stcatherinegirlsshs@ges.gov.gh,C,No,7.5614705,-1.7116618,21031.0,0.1
665,VOLTA,SOUTH TONGU,COMBONI TECH/VOC INST.,SOGAKOPE,MIXED,DAY/BOARDING,combonitechvocinst@ges.gov.gh,C,No,,,19221.0,0.1
666,VOLTA,SOUTH TONGU,SOGAKOPE SENIOR HIGH SCHOOL,SOGAKOPE,MIXED,DAY/BOARDING,sogakopeshs@ges.gov.gh,C,No,5.9668857,-0.9929572,10774.823529411764,0.2058823529411765
667,VOLTA,SOUTH TONGU,DABALA SENIOR HIGH/TECH.,DABALA,MIXED,DAY/BOARDING,dabalashst@ges.gov.gh,C,No,,,21031.0,0.1
668,WESTERN,WASSA AMENFI WEST,ASANKRANGWA SENIOR HIGH/TECH SCHOOL,ASANKRAGWA,MIXED,DAY/BOARDING,asankrangwashst@ges.gov.gh,C,No,10.0272463,-0.9731496,23236.7,0.12
669,WESTERN,AHANTA WEST,"ST. MARY'S BOYS' SENIOR HIGH SCHOOL, APOWA",APOWA,MALE,DAY/BOARDING,stmarysboysshs@ges.gov.gh,C,No,5.15213,-1.2052919,23236.7,0.12
670,WESTERN,AHANTA WEST,BAIDOO BONSOE SENIOR HIGH/TECH SCHOOL,AGONA NKWANTA,MIXED,DAY/BOARDING,baidoobonsoshst@ges.gov.gh,C,No,10.9324723,-0.9735882,23236.7,0.12
671,WESTERN,AHANTA WEST,SANKOR COMM. DAY SENIOR HIGH SCHOOL,SANKOR,MIXED,DAY,sankorcommshs@ges.gov.gh,C,No,7.993766,-0.326021,10774.823529411764,0.2058823529411765
672,WESTERN,ELLEMBELE,BONZO-KAKU SENIOR HIGH SCHOOL,AWIEBO,MIXED,DAY/BOARDING,bonzokakushs@ges.gov.gh,C,No,5.9668857,-0.9929572,22909.0,0.1
673,WESTERN,ELLEMBELE,UTHMAN BIN AFAM SENIOR HIGH SCHOOL,KAMGBUNLI,MIXED,DAY/BOARDING,uthmanbinafamshs@ges.gov.gh,C,No,9.4273607,-0.8767444,22909.0,0.1
674,WESTERN,ELLEMBELE,NKROFUL AGRIC. SENIOR HIGH SCHOOL,NKROFUL,MIXED,DAY/BOARDING,nkrofulagricshs@ges.gov.gh,C,No,9.3815355,-0.8511432,22909.0,0.1
675,WESTERN,ELLEMBELE,ESIAMA SENIOR HIGH/TECH SCHOOL,ESIAMA,MIXED,DAY/BOARDING,esiamashst@ges.gov.gh,C,No,10.6593164,-1.268658,22909.0,0.1
676,WESTERN,ELLEMBELLE,KIKAM TECH. INST.,KIKAM,MIXED,DAY/BOARDING,kikamtechinst@ges.gov.gh,C,No,4.9259008,-2.3155321,10774.823529411764,0.2058823529411765
677,WESTERN,JOMORO,HALF ASSINI SENIOR HIGH SCHOOL,HALF ASSINI,MIXED,DAY/BOARDING,halfassinishs@ges.gov.gh,C,No,5.8771706,0.3662603,23236.7,0.12
678,WESTERN,JOMORO,ANNOR ADJAYE SENIOR HIGH SCHOOL,EZILIBO,MIXED,DAY/BOARDING,annoradjayeshs@ges.gov.gh,C,No,5.9668857,-0.9929572,23236.7,0.12
679,WESTERN,MPOHOR,MPOHOR SENIOR HIGH SCHOOL,MPOHOR,MIXED,DAY/BOARDING,mpohorshs@ges.gov.gh,C,No,10.9014082,-0.9013563,8902.0,0.1
680,WESTERN,MPOHOR WASSA EAST,DABOASE SENIOR HIGH/TECH SCHOOL,DABOASE,MIXED,DAY/BOARDING,daboaseshst@ges.gov.gh,C,No,6.8901817,-1.2489599,8902.0,0.1
681,WESTERN,NZEMA EAST MUNICIPAL,GWIRAMAN COMM.SENIOR HIGH SCHOOL,BAMIANKO,MIXED,DAY,gwiramancommshs@ges.gov.gh,C,No,10.6593164,-1.268658,16658.0,0.2
682,WESTERN,NZEMA EAST MUNICIPAL,NSEIN SENIOR HIGH SCHOOL,NSEIN,MIXED,DAY/BOARDING,nseinshs@ges.gov.gh,C,No,6.6903393,-1.5480316,19578.702702702703,0.1027027027027027
683,WESTERN,NZEMA EAST MUNICIPAL,AXIM GIRLS SENIOR HIGH SCHOOL,AXIM,FEMALE,DAY/BOARDING,aximgirlsshs@ges.gov.gh,C,No,7.190168,0.337969,16658.0,0.2
684,WESTERN,PRESTEA HUNI VALLEY,"ST. AUGUSTINE'S SENIOR HIGH SCHOOL, BOGOSO",BOGOSO,MIXED,DAY/BOARDING,staugustinesbogososhs@ges.gov.gh,C,No,7.3366184,-2.304839,9269.0,0.1
685,WESTERN,PRESTEA HUNI VALLEY,HUNI VALLEY SENIOR HIGH SCHOOL,HUNI VALLLEY,MIXED,DAY/BOARDING,hunivalleyshs@ges.gov.gh,C,No,9.4226781,-0.8620235,23236.7,0.12000000000000001
686,WESTERN,PRESTEA HUNI VALLEY,PRESTEA SENIOR HIGH/TECH SCHOOL,PRESTEA,MIXED,DAY/BOARDING,presteashst@ges.gov.gh,C,No,6.6556435,-1.1071968,10774.823529411764,0.2058823529411765
687,WESTERN,SEKONDI TAKORADI METRO,SEKONDI COLLEGE,SEKONDI,MIXED,DAY/BOARDING,sekondicollege@ges.gov.gh,C,No,5.5949256,-0.1014806,23236.7,0.12
688,WESTERN,SEKONDI TAKORADI METRO,DIABENE SENIOR HIGH/TECH SCHOOL,DIABENE,MIXED,DAY/BOARDING,diabeneshst@ges.gov.gh,C,No,10.9324723,-0.9735882,23236.7,0.12
689,WESTERN,SEKONDI TAKORADI METRO,ARCHBISHOP PORTER GIRLS SENIOR HIGH SCHOOL,SEKONDI,FEMALE,DAY/BOARDING,archbishopportergirlshs@ges.gov.gh,C,No,7.190168,0.337969,23236.7,0.12
690,WESTERN,SEKONDI TAKORADI METRO,ADIEMBRA SENIOR HIGH SCHOOL,DIABENE,MIXED,DAY/BOARDING,adiembrashs@ges.gov.gh,C,No,5.8771706,0.3662603,23236.7,0.12
691,WESTERN,SEKONDI TAKORADI METRO,"METHODIST SENIOR HIGH SCHOOL, SEKONDI",SEKONDI,MIXED,DAY,methodistsekondishs@ges.gov.gh,C,No,4.9046484,-1.7908342,23236.7,0.12
692,WESTERN,SEKONDI TAKORADI METRO,"ST. JOHN'S SENIOR HIGH SCHOOL, SEKONDI",SEKONDI,MALE,DAY/BOARDING,stjohnsshs@ges.gov.gh,C,No,7.3449525,-2.3439664,23236.7,0.12
693,WESTERN,SEKONDI TAKORADI METRO,FIJAI SENIOR HIGH SCHOOL,SEKONDI,MIXED,DAY/BOARDING,fijaishs@ges.gov.gh,C,No,9.3815355,-0.8511432,23236.7,0.12
694,WESTERN,SEKONDI TAKORADI METRO,TAKORADI SENIOR HIGH SCHOOL,TANOKROM,MIXED,DAY/BOARDING,takoradishs@ges.gov.gh,C,No,5.9668857,-0.9929572,34529.0,0.0
695,WESTERN,SEKONDI TAKORADI METRO,GHANA SENIOR HIGH/TECH SCHOOL,TAKORADI,MALE,DAY/BOARDING,ghanashst@ges.gov.gh,C,No,10.0272463,-0.9731496,23236.7,0.12
696,WESTERN,SEKONDI TAKORADI METRO,BOMPEH SENIOR HIGH./TECH SCHOOL,TAKORADI,MIXED,DAY,bompehshst@ges.gov.gh,C,No,6.8901817,-1.2489599,23236.7,0.12
697,WESTERN,SEKONDI-TAKORADI,TAKORADI TECH. INST.,TAKORADI,MIXED,DAY,takoraditechinst@ges.gov.gh,C,No,4.9173467,-1.7672383,23236.7,0.12
698,WESTERN,SHAMA,SHAMA SENIOR HIGH SCHOOL,SHAMA,MIXED,DAY/BOARDING,shamashs@ges.gov.gh,C,No,5.8771706,0.3662603,21475.0,0.1
699,WESTERN,SHAMA AHANTA EAST,AHANTAMAN GIRLS' SENIOR HIGH SCHOOL,SEKONDI-KETAN,FEMALE,DAY/BOARDING,ahantamangirlsshs@ges.gov.gh,C,No,6.319177,-2.250302,21475.0,0.1
700,WESTERN,TARKWA-NSUAEM MUNICIPAL,TARKWA SENIOR HIGH SCHOOL,TARKWA,MIXED,DAY/BOARDING,tarkwashs@ges.gov.gh,C,No,5.8771706,0.3662603,39792.0,0.1
701,WESTERN,TARKWA-NSUAEM MUNICIPAL,FIASEMAN SENIOR HIGH SCHOOL,BANKYIM TARKWA*,MIXED,DAY/BOARDING,fiasemanshs@ges.gov.gh,C,No,7.142572,-1.6406402,39792.0,0.1
702,WESTERN,TARKWA-NSUAEM MUNICIPAL,BENSO SENIOR HIGH/TECH SCHOOL,BENSO,MIXED,DAY/BOARDING,bensoshst@ges.gov.gh,C,No,6.6556435,-1.1071968,39792.0,0.1
703,WESTERN,WASSA AMENFI EAST,AMENFIMAN SENIOR HIGH SCHOOL,WASA AKROPONG,MIXED,DAY/BOARDING,amenfimanshs@ges.gov.gh,C,No,7.142572,-1.6406402,23236.7,0.12
704,WESTERN,WASSA AMENFI WEST,ASANKRANGWA SENIOR HIGH SCHOOL,ASANKRAGWA,MIXED,DAY/BOARDING,asankrangwashs@ges.gov.gh,C,No,5.5950893,-0.277005,23236.7,0.12
705,WESTERN NORTH,AOWIN SUAMAN,NANA BRENTU SENIOR HIGH/TECH SCHOOL,ENCHI,MIXED,DAY/BOARDING,nanabrentushst@ges.gov.gh,C,No,5.3379361,-1.9707293,14972.846153846154,0.1230769230769231
706,WESTERN NORTH,BIA WEST,BIA SENIOR HIGH/TECH SCHOOL,DEBISO ESSIAM,MIXED,DAY/BOARDING,biashst@ges.gov.gh,C,No,10.6593164,-1.268658,18690.0,0.1
707,WESTERN NORTH,BIA WEST,ADJOAFUA COMM. SENIOR HIGH SCHOOL,ADJOAFUA,MIXED,DAY,adjoafuacommshs@ges.gov.gh,C,No,5.8771706,0.3662603,18690.0,0.1
708,WESTERN NORTH,BIBIANI/ANHWIASO/ BEKWAI,BIBIANI SENIOR HIGH/TECH SCHOOL,BIBIANI,MIXED,DAY/BOARDING,bibianishst@ges.gov.gh,C,No,10.9324723,-0.9735882,14972.846153846154,0.1230769230769231
709,WESTERN NORTH,BIBIANI/ANHWIASO/ BEKWAI,"QUEENS GIRLS' SENIOR HIGH SCHOOL, SEFWI AWHIASO",SEFWI ANWHIASO,FEMALE,DAY/BOARDING,queensgirlsshs@ges.gov.gh,C,No,6.319177,-2.250302,14972.846153846154,0.1230769230769231
710,WESTERN NORTH,BIBIANI/ANHWIASO/ BEKWAI,CHIRANO COMM. DAY SENIOR HIGH SCHOOL,CHIRANO,MIXED,DAY,chiranocommshs@ges.gov.gh,C,No,5.9668857,-0.9929572,14972.846153846154,0.1230769230769231
711,WESTERN NORTH,BIBIANI/ANHWIASO/ BEKWAI,SEFWI BEKWAI SENIOR HIGH SCHOOL,SEFWI BEKWAI,MIXED,DAY/BOARDING,sefwibekwaishs@ges.gov.gh,C,No,10.6593164,-1.268658,10774.823529411764,0.2058823529411765
712,WESTERN NORTH,BODI,BODI SENIOR HIGH SCHOOL,BODI,MIXED,DAY,bodishs@ges.gov.gh,C,No,5.9668857,-0.9929572,11834.0,0.1
713,WESTERN NORTH,JUABESO,JUABOSO SENIOR HIGH SCHOOL,JUABOSO,MIXED,DAY/BOARDING,juabososhs@ges.gov.gh,C,No,5.4234565,-0.9611574,15840.0,0.1
714,WESTERN NORTH,SEFWI AKONTOMBRA,NSAWORA EDUMAFA COMM. SENIOR HIGH SCHOOL,NSAWORA EDUMAFA,MIXED,DAY,nsaworaedumafacommshs@ges.gov.gh,C,No,5.4234565,-0.9611574,11557.0,0.1
715,WESTERN NORTH,SEFWI AKONTOMBRA,AKONTOMBRA SENIOR HIGH SCHOOL,AKONTOMBRA,MIXED,DAY/BOARDING,akontombrashs@ges.gov.gh,C,No,5.9926294,0.8187733,10774.823529411764,0.2058823529411765
716,WESTERN NORTH,SEFWI WIAWSO,ASAWINSO SENIOR HIGH SCHOOL,ASAWINSO,MIXED,DAY/BOARDING,asawinsoshs@ges.gov.gh,C,No,5.8771706,0.3662603,25603.746153846158,0.0884615384615384
717,WESTERN NORTH,SEFWI WIAWSO,SEFWI-WIAWSO SENIOR HIGH SCHOOL,SEFWI-WIAWSO,MIXED,DAY/BOARDING,sefwiwiawsoshs@ges.gov.gh,C,No,10.6593164,-1.268658,14972.846153846154,0.1230769230769231
718,WESTERN NORTH,SEFWI WIAWSO,SEFWI-WIAWSO SENIOR HIGH/TECH SCHOOL,SEFWI-WIAWSO,MIXED,DAY/BOARDING,sefwiwiawsoshst@ges.gov.gh,C,No,5.102919,-1.3921394,25603.746153846158,0.0884615384615384
719,WESTERN NORTH,SEFWI WIAWSO,"ST. JOSEPH SENIOR HIGH SCHOOL, SEFWI WIAWSO",SEFWI WIAWSO,MIXED,DAY/BOARDING,stjosephshs@ges.gov.gh,C,No,9.389042,-0.8285041,15850.0,0.1
720,WESTERN NORTH,SUAMAN,DADIESO SENIOR HIGH SCHOOL,DADIESO,MIXED,DAY/BOARDING,dadiesoshs@ges.gov.gh,C,No,5.9668857,-0.9929572,7654.0,0.1
721,WESTERN NORTH,WASSA AMENFI CENTRAL,MANSO-AMENFI COMM. DAY SENIOR HIGH SCHOOL,MANSO-AMENFI,MIXED,DAY,mansoamenficommshs@ges.gov.gh,C,No,7.993766,-0.326021,18674.0,0.2
